1072,CALDERON,CLAUDIA,29582540,1, 1.8982567908433732E+004,TRUE
1073,MINO,JOSE,31674011,2, 4.5693132006511791E+004,TRUE
1074,FRONTANILLA,PABLO,25576010,1, 4.4215982041363139E+004,TRUE
1075,CABELLO,MARCOS,13337524,1, 4.2226017744213343E+004,TRUE
1076,STADELMAN,RICARDO,22159020,12, 3.9573133524799021E+004,TRUE
1077,BOTTEGONI,NIDIA,16724599,7, 2.4724332110893680E+004,TRUE
1078,LANZENI,SILVIA,11562071,11, 9.2262697403479833E+003,TRUE
1079,URAN,KARINA,15380085,6, 2.1340504514600616E+003,TRUE
1080,HERLING,WULFF,18211085,9, 3.0483378578282194E+004,TRUE
1081,BULACIOS,LUCAS,33507097,10, 1.0274070389126195E+004,TRUE
1082,TETI,ERNESTO,32055527,9, 2.1357091106195003E+004,TRUE
1083,CAGNONE,FERNANDO,20687067,12, 6.7061037074516062E+003,TRUE
1084,BURES,JUAN,16845036,6, 2.3688035009618150E+004,TRUE
1085,PILARIA,MARIO,33711544,7, 3.5805069164548302E+004,TRUE
1086,CABANAS,MARIA,27423078,14, 2.9628784500255715E+004,TRUE
1087,BAGLIETTO,GERMAN,13005080,12, 4.5668371303898981E+004,TRUE
1088,CENTURION,JESUS,19087040,13, 2.4056973546432331E+004,TRUE
1089,QUISPE,NICOLAS,17762036,3, 1.4637795562562766E+004,TRUE
1090,CARRIZO,CARLOS,17987032,4, 4.2139344490051502E+004,TRUE
1091,DIAZ,MARIO,25626070,2, 6.8925405853979755E+003,TRUE
1092,SOLDAD,HUGO,30353529,3, 4.5432692233564565E+004,TRUE
1093,BRAVO,SANTIAGO,13575075,1, 4.8998899792520562E+004,TRUE
1094,MELO,DANIEL,23149548,13, 1.9412680033491692E+004,TRUE
1095,VENTURA,LEONEL,23059057,5, 4.7933942757370882E+004,TRUE
1096,PAGALDAY,ARIEL,12775099,15, 4.1596855986716226E+004,TRUE
1097,DI,ANGEL,24106538,1, 3.8514235619724263E+004,TRUE
1098,DI,CRISTIAN,11466037,6, 4.8665733780216193E+004,TRUE
1099,VENTANCOUR,LUIS,25740553,15, 7.5960012240356300E+003,TRUE
1100,MANSILLA,GUSTAVO,30043076,3, 3.0875281266551930E+004,TRUE
1101,VILLALVA,MARIANELA,31969540,4, 3.4680514995627338E+004,TRUE
1102,MEDINA,CINTIA,25942512,9, 4.6608870824716752E+004,TRUE
1103,BRUTTI,TANIA,25145507,4, 2.8608950984850526E+004,TRUE
1104,VATTIMO,MARIA,15406086,13, 7.8863646204611287E+003,TRUE
1105,KELLY,ROCIO,27467588,3, 1.1502073794453638E+004,TRUE
1106,MORAGUES,KARINA,29148574,13, 4.4156284761946183E+004,TRUE
1107,CORONEL,FLORENCIA,33796008,3, 2.1678448531020200E+004,TRUE
1108,MINO,MARCELA,25492010,12, 1.9302324039144441E+003,TRUE
1109,BAEZ,ROMINA,33858567,3, 1.3038614547700621E+004,TRUE
1110,SARRACHINI,GLADYS,10815520,3, 8.6205818405735772E+003,TRUE
1111,LEAL,CECILIA,32515008,1, 4.6616024186062161E+004,TRUE
1112,DIAZ,ROMINA,13942082,4, 2.6994880469952011E+004,TRUE
1113,CHIARANI,CLAUDIA,22422519,13, 2.0691733814460691E+004,TRUE
1114,BUZZI,GABRIELA,25675548,11, 1.8586257589231245E+003,TRUE
1115,JOANNAS,GABRIELA,34818007,8, 5.8882947482850868E+003,TRUE
1116,ALADIO,NURIA,18230099,13, 9.0000375448181294E+003,TRUE
1117,ECHEVARRIA,MARIA,19197023,13, 2.3549654789849417E+004,TRUE
1118,LASTRA,BARBARA,10917016,14, 3.1043401660554111E+004,TRUE
1119,SEGOVIA,CLAUDIA,23464529,9, 4.4207925134696765E+004,TRUE
1120,INSAURRALDE,VERONICA,18768076,13, 4.0930975650411565E+003,TRUE
1121,JIMENEZ,MAYRA,27606002,2, 4.7776960155515000E+004,TRUE
1122,HILDEBRANDT,SOLANGE,23131502,5, 4.7490144772797124E+004,TRUE
1123,BRAVO,SABRINA,12708515,5, 2.3557514630956808E+004,TRUE
1124,SANTINELLI,VANINA,34911063,7, 3.5882867485238239E+004,TRUE
1125,CALAMANO,MARIANA,28435012,3, 1.2710374440241605E+004,TRUE
1126,STROBINO,ELISABETH,10265512,6, 2.2025491732863709E+004,TRUE
1127,YAQUEME,LAURA,12469587,13, 4.7202187506414019E+004,TRUE
1128,GOMEZ,ROCIO,34105581,4, 2.3692812263189815E+004,TRUE
1129,JIRICEK,MARIA,13914520,2, 4.2479216041234322E+003,TRUE
1130,BUENAVENTURA,VANESA,19401563,14, 3.3177215305208229E+003,TRUE
1131,SABATINO,DANIELA,12903091,3, 1.9991755008326378E+004,TRUE
1132,GRACIADIO,SILVINA,29747025,14, 3.2725552147825016E+004,TRUE
1133,VERON,CAROLINA,25653561,5, 3.7021766207284993E+004,TRUE
1134,VAZQUEZ,KARINA,16050591,14, 2.7348206150333863E+003,TRUE
1135,CASTRELLON,CAROLINA,32494040,13, 4.2145351873076055E+004,TRUE
1136,PERIS,MAYRA,30408024,7, 1.5040369808346964E+004,TRUE
1137,CASTELLANO,LUCIA,29325065,14, 3.2024852481048321E+004,TRUE
1138,PEDROS,CARLOS,13097035,10, 2.7875885349227581E+004,TRUE
1139,DEMAESTRI,LUIS,23899583,5, 1.9096391399955610E+004,TRUE
1140,LOPEZ,NICOLAS,18770535,4, 1.1911866331889993E+004,TRUE
1141,CANDIDO,ARIEL,31120059,5, 1.9707734003802761E+003,TRUE
1142,GIMENEZ,MARIO,16767097,3, 3.1869212973688729E+004,TRUE
1143,PASTOR,OMAR,10839014,9, 1.9169326396523975E+004,TRUE
1144,RAMOS,EMMANUEL,33510050,2, 2.6767533156811260E+003,TRUE
1145,MORENO,JAVIER,33618505,10, 4.2705858186980244E+004,TRUE
1146,MUNOZ,SEBASTIAN,33072548,1, 3.2076977878924226E+004,TRUE
1147,LEAL,MARIANO,27003040,2, 4.0515419333319878E+004,TRUE
1148,PEREZ,CESAR,28651545,14, 4.9103714493005071E+004,TRUE
1149,KOVACS,LEONEL,11840076,10, 3.6345508323998656E+004,TRUE
1150,BULGARELLA,CLAUDIA,20905028,8, 3.7120931925087003E+004,TRUE
1151,REBULL,CISNEROS,30611593,6, 1.3732000322569394E+004,TRUE
1152,MERIZALDI,EMANUEL,19772565,6, 2.1796779510676628E+004,TRUE
1153,BADIALI,GUSTAVO,20739532,5, 2.3591239084454952E+004,TRUE
1154,PORCU,GERMAN,28354548,6, 2.3908729957686737E+003,TRUE
1155,ARNAO,CARLOS,19581568,1, 4.6821763902090024E+004,TRUE
1156,CALVEIRA,BRUNO,13557043,5, 1.1816460406055441E+004,TRUE
1157,MEZANO,ALEJANDRA,15520542,5, 2.4848996315124445E+004,TRUE
1158,CASERES,MARIA,23077528,12, 4.4018344481856562E+004,TRUE
1159,DIAZ,MARIA,30690023,15, 4.0286068567802198E+004,TRUE
1160,BUET,MARIEL,32246565,6, 3.5783936995898839E+003,TRUE
1161,BORAGNO,VERONICA,28995060,7, 4.5572044814749155E+004,TRUE
1162,GALLARDO,LUCIANA,26104559,15, 2.2973874224632513E+004,TRUE
1163,BARRAS,VIVIANA,31069546,15, 3.0370685297591379E+004,TRUE
1164,FUENTEBUENA,MARA,11686013,11, 3.6497015146503691E+004,TRUE
1165,FUMANERI,CECILIA,17174569,2, 4.7079399616372772E+004,TRUE
1166,CORNERO,TATIANA,22122007,9, 5.0403460164559074E+003,TRUE
1167,SANCHEZ,CINTIA,22690509,2, 4.8630571904855780E+004,TRUE
1168,DOBLER,MIRIAM,24783552,2, 2.5488374845683109E+004,TRUE
1169,MOREL,KARINA,10871019,14, 4.5720206162038958E+004,TRUE
1170,UDRISARD,JESICA,18071552,1, 1.5004429902620614E+004,TRUE
1171,MEGO,DAIANA,34741575,11, 3.3547010494457791E+004,TRUE
1172,BURGOS,DAMARIS,16232599,7, 3.9978333953408292E+004,TRUE
1173,PIPKE,ROCIO,34214095,15, 1.1183588317489950E+004,TRUE
1174,BLANCO,GISELA,24251568,8, 2.5643810121551389E+004,TRUE
1175,MORONTA,CELESTE,27951026,2, 2.7364408150225645E+004,TRUE
1176,VARGAS,FLORENCIA,32832547,5, 1.1838962838047184E+004,TRUE
1177,BALLESTEROS,TAMARA,24227532,8, 2.2278782289165538E+004,TRUE
1178,CUIS,LAURA,33737506,9, 5.3481228449037299E+003,TRUE
1179,MURILLA,CINTIA,12112518,8, 4.0061523054073099E+004,TRUE
1180,IVAGAZA,ELIZABETH,17407575,15, 3.1473763343168423E+004,TRUE
1181,MONIN,CECILIA,25713059,5, 3.7280659920705715E+004,TRUE
1182,CIERI,DEBORA,11058031,10, 4.3310053502049530E+004,TRUE
1183,OCAMPO,CARLA,21021091,13, 2.2761326699971454E+004,TRUE
1184,CRINO,VERONICA,33130018,13, 1.4409942337805405E+004,TRUE
1185,VILLARRUEL,KARINA,26786005,13, 4.5820549096490024E+004,TRUE
1186,BOBADILLA,LEONOR,13571034,11, 4.7826140526100993E+004,TRUE
1187,OBREGON,ALICIA,13777565,7, 2.5934786058951169E+004,TRUE
1188,COMETTI,CECILIA,22498516,7, 4.2985661072856979E+004,TRUE
1189,GONZALEZ,CINTIA,23248572,11, 3.8192981892003445E+004,TRUE
1190,TESURE,GABRIELA,23058024,11, 2.5682589695757255E+004,TRUE
1191,VERA,ANA,26827564,15, 2.2178776373607107E+004,TRUE
1192,PALMIERI,CAMILA,33458072,2, 1.8889160205947235E+004,TRUE
1193,CAILLAVA,MARIANA,13702583,2, 2.8984816551586846E+004,TRUE
1194,SELLART,MARIA,19448047,12, 4.1384878496815916E+004,TRUE
1195,CALIVA,MARA,18245532,15, 4.2812095112256706E+004,TRUE
1196,RODELLA,JORGELINA,18236022,2, 5.6972790460765827E+003,TRUE
1197,DOS,GONZALO,28391596,6, 4.6070274932675296E+004,TRUE
1198,VEGA,DOMINGO,20158067,11, 2.4347983939430676E+004,TRUE
1199,LESCANO,GERARDO,34149030,4, 1.9671404376507271E+004,TRUE
1200,GARCIA,CARLOS,16878098,7, 2.6190289597075665E+004,TRUE
1201,CASTRO,MARTIN,18021580,10, 2.2834531472387724E+004,TRUE
1202,BRUNO,PAULO,33857517,1, 6.4863463757622521E+003,TRUE
1203,MELIA,DAMIAN,25488547,12, 3.5844281380480388E+004,TRUE
1204,STERZER,FABIAN,20607096,2, 1.8211244487134041E+004,TRUE
1205,FERREYRA,ABEL,13731069,11, 1.7963860098470468E+003,TRUE
1206,MILDENBERGER,JUAN,13025004,3, 8.5928151778697502E+003,TRUE
1207,SCHNEIDER,DAMIAN,25508546,11, 2.8763148381456733E+004,TRUE
1208,PUEBLA,MAXIMILIANO,31604502,4, 1.6787219384414377E+004,TRUE
1209,FARINA,MAURICIO,20342539,10, 4.3178452497616876E+004,TRUE
1210,DONACARTA,MICAELA,14841032,7, 2.0201173124095658E+004,TRUE
1211,BOCCARDO,MARIA,29737020,1, 4.9155451158813899E+004,TRUE
1212,SOLDATTI,NAIR,11314052,11, 1.1787077597864904E+004,TRUE
1213,ORSINI,CARLOS,21175094,10, 1.0831810418343171E+004,TRUE
1214,CANDAL,ORLANDO,26277588,15, 1.6154284388070460E+004,TRUE
1215,DA,PABLO,18314097,8, 2.6111804658743320E+004,TRUE
1216,TOMMASI,FLORENCIA,14546539,2, 3.6437029685416492E+004,TRUE
1217,CAMPO,ESTEBAN,19458508,14, 5.0668342295319308E+003,TRUE
1218,DELEDICQUE,CECILIA,29727547,14, 8.4642686768611893E+003,TRUE
1219,VILLANUEVA,CARLA,15449014,7, 2.1879817048544064E+004,TRUE
1220,BULACIO,ROMINA,27734029,3, 2.7603347942485241E+004,TRUE
1221,MARTINEZ,DAIANA,14321094,3, 7.1696910452560987E+003,TRUE
1222,GRANDE,VANINA,11711014,10, 2.7947047027347842E+004,TRUE
1223,BAINER,NELLY,22481091,5, 1.1323312144679949E+003,TRUE
1224,ZORZABAL,NICOLAS,19930582,8, 9.4433489982225001E+003,TRUE
1225,DOBLER,JOSE,24686099,6, 4.7777799769973382E+004,TRUE
1226,LESSI,GERARDO,26628536,13, 2.3681065734133357E+004,TRUE
1227,MUSA,LUCIANO,30507542,7, 1.9955045341134537E+003,TRUE
1228,AGUIRRE,HECTOR,26586079,13, 3.4706821772630792E+004,TRUE
1229,BONARDI,MARINA,25026093,3, 4.3512569693932310E+004,TRUE
1230,GOMEZ,RODRIGO,24481533,1, 2.7593436401162064E+004,TRUE
1231,PONCE,HERNAN,14768008,5, 3.7454533863608027E+004,TRUE
1232,MEDINA,MAURICIO,26018025,4, 3.8991481775577646E+004,TRUE
1233,BAGINAY,WALTER,16782078,1, 3.4943807861292735E+004,TRUE
1234,BORASSI,PABLO,18889002,14, 5.8066071962832939E+003,TRUE
1235,DE,PABLO,30132065,9, 6.9467133140536025E+003,TRUE
1236,MANYAUDET,ALBERTO,18415031,12, 4.9012310599055840E+004,TRUE
1237,GAMBOA,CARLOS,12868580,6, 1.6036489236582769E+004,TRUE
1238,PALACIOS,JOSE,18491050,13, 2.8496843273847830E+004,TRUE
1239,BOERO,LEONELA,34834041,6, 3.7630562296209624E+004,TRUE
1240,MORATO,AYMARA,18044576,5, 2.0122951382011641E+004,TRUE
1241,LOPEZ,YANINA,24841022,13, 9.5913266038093716E+003,TRUE
1242,ZAPATA,DAIANA,34750012,10, 3.7000701837441185E+004,TRUE
1243,MARIN,FRANCO,34612032,4, 3.6755770711682737E+004,TRUE
1244,LEGUIZAMO,FLORENCIA,33073058,10, 5.6512771855534520E+003,TRUE
1245,CABRAL,YAEL,30550011,6, 2.9339657952299342E+004,TRUE
1246,BURGOS,JUAN,12974552,4, 4.1027122181551997E+004,TRUE
1247,UTZ,ALEJANDRA,20845562,14, 1.9996555886380374E+004,TRUE
1248,GARCIA,CAROLINA,26313597,15, 2.1498789837761084E+004,TRUE
1249,COUCHOT,VALERIA,20488027,10, 2.5460893065151526E+004,TRUE
1250,CAPUTO,ROSANA,25604518,9, 3.5771649898308562E+004,TRUE
1251,TELLERIA,GABRIELA,15003552,10, 3.7306502336167265E+004,TRUE
1252,ERBES,NORMA,23970509,2, 3.5890410554760136E+004,TRUE
1253,CIOCHI,IVANA,27744510,2, 1.5850800374549581E+004,TRUE
1254,PRADA,CAROLINA,28711064,1, 2.7991776208082680E+004,TRUE
1255,DELGADO,FABIANA,11570041,15, 6.2283956611417234E+003,TRUE
1256,PARED,GABRIELA,32064070,15, 5.7591952213388868E+003,TRUE
1257,CALVI,GISELLA,22270571,14, 2.2343549768417142E+003,TRUE
1258,SOLAR,SILVIA,32888561,10, 2.2234525617074687E+003,TRUE
1259,PEREZ,JORGELINA,22078581,5, 4.9350318311122479E+004,TRUE
1260,ROJAS,ROCIO,19918561,11, 1.8032647693809355E+004,TRUE
1261,JUAREZ,YANINA,31494597,7, 1.4426800248116720E+004,TRUE
1262,GONZALEZ,MELISA,29888034,5, 2.0936123882064829E+004,TRUE
1263,CAJAHUAMAN,ROCIO,10283016,5, 4.5805028377433075E+004,TRUE
1264,GUALDONI,MARIA,28570071,1, 2.0791978924676543E+004,TRUE
1265,VILLANUEVA,FLORENCIA,24649590,13, 1.3978507882610429E+004,TRUE
1266,BONO,NATALI,16579082,2, 2.3464511147247860E+004,TRUE
1267,SHON,ROCIO,19222006,13, 4.2906549521669513E+004,TRUE
1268,VICCEI,CAROLINA,12292518,6, 2.7652990432509454E+004,TRUE
1269,CAMPERO,ANABELA,34789542,12, 3.6051705192100722E+004,TRUE
1270,MONTEROS,GUADALUPE,17970586,5, 4.7036530084576923E+004,TRUE
1271,VILLALBA,MARIA,13291069,15, 3.2644007491988596E+003,TRUE
1272,DELIA,ESTEFANIA,28102571,12, 4.3753801551922224E+004,TRUE
1273,VILLALBA,MARIANA,25094002,5, 4.1577861761145061E+004,TRUE
1274,LAUREANO,MICAELA,24632538,3, 2.9141781540526776E+004,TRUE
1275,CHALLIER,MARIA,20866546,6, 1.4375555638266494E+004,TRUE
1276,BRITO,YAMILA,34230559,8, 7.9760470874996390E+003,TRUE
1277,PUENTE,FEDERICO,31223504,3, 1.3266774365161546E+003,TRUE
1278,BRIATORE,MARIA,23161042,5, 1.4204558390721213E+003,TRUE
1279,GEREZ,YAMILA,10190074,12, 1.8764119508584496E+004,TRUE
1280,CRETTAZ,JUAN,14298041,15, 1.1450572109075962E+004,TRUE
1281,STEGEMANN,FAUSTO,19609557,10, 4.4103593114814255E+004,TRUE
1282,VALENZUELA,JUAN,34491028,10, 3.9868506241505034E+004,TRUE
1283,CASTELLANOS,ROMINA,27471524,4, 3.6502312324851286E+004,TRUE
1284,CICHERO,NATIVIDAD,19987564,2, 2.6656074697185773E+004,TRUE
1285,VILLALBA,OQUENDO,16984576,7, 2.0529386446418939E+004,TRUE
1286,CORONEL,MARIA,16896087,13, 2.2588701018314110E+004,TRUE
1287,LENCINA,GISELE,32609514,9, 8.0000194763271138E+003,TRUE
1288,SPIRITO,ANA,10541551,9, 2.9175690974289784E+004,TRUE
1289,CARBONE,ANA,16935084,11, 8.8442106171678752E+003,TRUE
1290,CHAVEZ,DANIELA,23017046,9, 4.6331325730924495E+004,TRUE
1291,IBARRUELA,ANA,31825010,13, 1.4169654830455314E+004,TRUE
1292,CASTRO,PAULA,31205560,7, 2.8746861730239820E+004,TRUE
1293,BARRETO,MIRIAM,28778532,10, 2.2998940607859287E+004,TRUE
1294,ARANA,MAGEN,10208520,2, 4.2784608427759493E+004,TRUE
1295,MAQUEDA,FLORENCIA,14848084,15, 5.3992099797190167E+003,TRUE
1296,REYNOSO,PAOLA,30342542,5, 1.9230110127749620E+004,TRUE
1297,DE,MARIA,17032568,1, 3.6874363110691542E+004,TRUE
1298,BRASCA,GABRIELA,31613083,14, 7.5588801063993014E+002,TRUE
1299,CARUSO,LAURA,26374017,8, 3.6349436386395013E+004,TRUE
1300,SPENA,DANIELA,26677066,8, 3.5487951956904493E+004,TRUE
1301,BORRO,JORGELINA,27048093,1, 4.1493124047140358E+004,TRUE
1302,LUCERO,LAURA,19617028,4, 4.3377572328576120E+004,TRUE
1303,LAMOLINA,UMPIERREZ,26564092,4, 2.6979755105716642E+004,TRUE
1304,GIANOTTI,MARIA,32420525,8, 3.1028178743115161E+004,TRUE
1305,CHAVEZ,ANA,21545532,11, 2.2351637481104350E+004,TRUE
1306,PALACIO,MARIA,21426550,10, 4.3006951177492738E+002,TRUE
1307,PALAVECINO,LUDMILA,33825023,2, 5.1446662543364801E+003,TRUE
1308,CASTRO,MARIA,27118046,1, 3.7955253883041674E+004,TRUE
1309,BAEZ,DE,16779010,2, 3.3270711451971205E+004,TRUE
1310,PARRA,FACUNDO,26887010,5, 1.7969340172266820E+004,TRUE
1311,CAR,JULIO,10276593,12, 2.5280750327311922E+004,TRUE
1312,CABRERA,ERIC,11557077,7, 4.2060470453337999E+004,TRUE
1313,PINEDO,FLORENCIA,33744505,11, 4.5353459063679446E+004,TRUE
1314,RECALDE,MARTINEZ,33587076,3, 2.3166277540161507E+004,TRUE
1315,INSUA,ANA,10626084,12, 9.5349894583728164E+003,TRUE
1316,GARBIN,ANA,18492593,1, 8.0607543172950391E+003,TRUE
1317,WIRTH,MARIA,20476558,1, 4.5285291493416997E+004,TRUE
1318,MIRANDA,CERDEIRO,15267023,1, 3.8481885139115155E+004,TRUE
1319,TOLOSA,MARCELO,18636587,9, 9.7926022791957948E+003,TRUE
1320,RIOS,MARIANA,26389529,12, 1.1035735513204709E+003,TRUE
1321,IRIARTE,BRUNA,16891025,4, 3.8944823937239591E+004,TRUE
1322,MUNOZ,MIRIAM,15942011,6, 3.1393794115396217E+004,TRUE
1323,VARGAS,ANDREA,29938541,13, 4.8849083020652877E+004,TRUE
1324,BRANDARIZ,VANESA,14053000,8, 3.8223510025707539E+004,TRUE
1325,MARTINEZ,CECILIA,25956536,5, 1.6983358598446241E+004,TRUE
1326,MONTALDO,IVANA,32581089,11, 3.9558497046558186E+003,TRUE
1327,MEDICI,PERALTA,14871592,4, 7.2823090202040039E+003,TRUE
1328,GONZALEZ,SABRINA,19101018,7, 2.0117279763487400E+004,TRUE
1329,BURGOS,PAMELA,15774579,7, 1.0819442731772549E+004,TRUE
1330,CABALLERO,NORALI,18661525,14, 2.7605015942205209E+004,TRUE
1331,PALMIERI,ANTONELA,15189550,6, 1.5352698299241718E+004,TRUE
1332,SICA,CAROLINA,16394098,2, 2.8089956929227337E+003,TRUE
1333,BAGLIVO,GISELE,11630555,13, 1.7593643674179213E+004,TRUE
1334,IBANEZ,VANESA,24686542,6, 3.7508611720220651E+003,TRUE
1335,BORTAGARAY,FLORENCIA,20022589,11, 3.1167770736106671E+004,TRUE
1336,BONAVITA,KARINA,17808067,15, 3.0067378865978681E+003,TRUE
1337,SANTIN,MARA,10732064,15, 1.8619448506291956E+003,TRUE
1338,BARBOZA,PABLO,33321509,3, 2.8918212998640956E+004,TRUE
1339,ESTRADA,LUCAS,30201075,1, 3.2991997304840712E+004,TRUE
1340,GARCIA,SERGIO,29136016,7, 1.2118930503365817E+004,TRUE
1341,UNGER,BRIAN,22690099,2, 2.9735698819050798E+004,TRUE
1342,VALLEJOS,PAOLO,21706563,2, 2.1078046239660820E+004,TRUE
1343,DEL,LEANDRO,12321599,4, 1.4910306600495009E+004,TRUE
1344,FARIAS,LEONARDO,18163073,13, 4.4277310555516742E+004,TRUE
1345,SCHELEGEL,LEANDRO,15587048,14, 3.4938228034658590E+004,TRUE
1346,GUTIERREZ,MARCELO,18926527,1, 2.2827724838131340E+004,TRUE
1347,UGOLINI,ANGEL,29516098,10, 3.5090200598156080E+003,TRUE
1348,CONFORTTI,GERARDO,25540514,12, 4.8517392798070097E+004,TRUE
1349,ARENAZA,LUCAS,33360590,10, 4.1267157792064827E+004,TRUE
1350,GODOY,MARIANO,25185046,4, 7.2619841789209750E+003,TRUE
1351,BOZUNOVSKY,JEREMIAS,33753023,3, 3.8482487852696795E+004,TRUE
